split,orig_split,weather,sequence,frame,rgb_path,nir_path,mask_path
train,train,FOG,81,00000009,IDDAW/train/FOG/rgb/81/00000009_rgb.png,IDDAW/train/FOG/nir/81/00000009_nir.png,IDDAW/train/FOG/gtSeg/81/00000009_mask.json
train,train,FOG,85,00000005,IDDAW/train/FOG/rgb/85/00000005_rgb.png,IDDAW/train/FOG/nir/85/00000005_nir.png,IDDAW/train/FOG/gtSeg/85/00000005_mask.json
train,train,FOG,85,00000019,IDDAW/train/FOG/rgb/85/00000019_rgb.png,IDDAW/train/FOG/nir/85/00000019_nir.png,IDDAW/train/FOG/gtSeg/85/00000019_mask.json
train,train,FOG,85,00000012,IDDAW/train/FOG/rgb/85/00000012_rgb.png,IDDAW/train/FOG/nir/85/00000012_nir.png,IDDAW/train/FOG/gtSeg/85/00000012_mask.json
train,train,FOG,85,00000010,IDDAW/train/FOG/rgb/85/00000010_rgb.png,IDDAW/train/FOG/nir/85/00000010_nir.png,IDDAW/train/FOG/gtSeg/85/00000010_mask.json
train,train,FOG,85,00000011,IDDAW/train/FOG/rgb/85/00000011_rgb.png,IDDAW/train/FOG/nir/85/00000011_nir.png,IDDAW/train/FOG/gtSeg/85/00000011_mask.json
train,train,FOG,85,00000016,IDDAW/train/FOG/rgb/85/00000016_rgb.png,IDDAW/train/FOG/nir/85/00000016_nir.png,IDDAW/train/FOG/gtSeg/85/00000016_mask.json
train,train,FOG,85,00000001,IDDAW/train/FOG/rgb/85/00000001_rgb.png,IDDAW/train/FOG/nir/85/00000001_nir.png,IDDAW/train/FOG/gtSeg/85/00000001_mask.json
train,train,FOG,85,00000004,IDDAW/train/FOG/rgb/85/00000004_rgb.png,IDDAW/train/FOG/nir/85/00000004_nir.png,IDDAW/train/FOG/gtSeg/85/00000004_mask.json
train,train,FOG,85,00000018,IDDAW/train/FOG/rgb/85/00000018_rgb.png,IDDAW/train/FOG/nir/85/00000018_nir.png,IDDAW/train/FOG/gtSeg/85/00000018_mask.json
train,train,FOG,85,00000000,IDDAW/train/FOG/rgb/85/00000000_rgb.png,IDDAW/train/FOG/nir/85/00000000_nir.png,IDDAW/train/FOG/gtSeg/85/00000000_mask.json
train,train,FOG,85,00000013,IDDAW/train/FOG/rgb/85/00000013_rgb.png,IDDAW/train/FOG/nir/85/00000013_nir.png,IDDAW/train/FOG/gtSeg/85/00000013_mask.json
train,train,FOG,85,00000003,IDDAW/train/FOG/rgb/85/00000003_rgb.png,IDDAW/train/FOG/nir/85/00000003_nir.png,IDDAW/train/FOG/gtSeg/85/00000003_mask.json
train,train,FOG,85,00000017,IDDAW/train/FOG/rgb/85/00000017_rgb.png,IDDAW/train/FOG/nir/85/00000017_nir.png,IDDAW/train/FOG/gtSeg/85/00000017_mask.json
train,train,FOG,85,00000007,IDDAW/train/FOG/rgb/85/00000007_rgb.png,IDDAW/train/FOG/nir/85/00000007_nir.png,IDDAW/train/FOG/gtSeg/85/00000007_mask.json
train,train,FOG,85,00000002,IDDAW/train/FOG/rgb/85/00000002_rgb.png,IDDAW/train/FOG/nir/85/00000002_nir.png,IDDAW/train/FOG/gtSeg/85/00000002_mask.json
train,train,FOG,85,00000006,IDDAW/train/FOG/rgb/85/00000006_rgb.png,IDDAW/train/FOG/nir/85/00000006_nir.png,IDDAW/train/FOG/gtSeg/85/00000006_mask.json
train,train,FOG,85,00000008,IDDAW/train/FOG/rgb/85/00000008_rgb.png,IDDAW/train/FOG/nir/85/00000008_nir.png,IDDAW/train/FOG/gtSeg/85/00000008_mask.json
train,train,FOG,85,00000015,IDDAW/train/FOG/rgb/85/00000015_rgb.png,IDDAW/train/FOG/nir/85/00000015_nir.png,IDDAW/train/FOG/gtSeg/85/00000015_mask.json
train,train,FOG,85,00000009,IDDAW/train/FOG/rgb/85/00000009_rgb.png,IDDAW/train/FOG/nir/85/00000009_nir.png,IDDAW/train/FOG/gtSeg/85/00000009_mask.json
train,train,FOG,85,00000014,IDDAW/train/FOG/rgb/85/00000014_rgb.png,IDDAW/train/FOG/nir/85/00000014_nir.png,IDDAW/train/FOG/gtSeg/85/00000014_mask.json
train,train,FOG,85,00000020,IDDAW/train/FOG/rgb/85/00000020_rgb.png,IDDAW/train/FOG/nir/85/00000020_nir.png,IDDAW/train/FOG/gtSeg/85/00000020_mask.json
train,train,RAIN,6,00000008,IDDAW/train/RAIN/rgb/6/00000008_rgb.png,IDDAW/train/RAIN/nir/6/00000008_nir.png,IDDAW/train/RAIN/gtSeg/6/00000008_mask.json
train,train,RAIN,6,00000001,IDDAW/train/RAIN/rgb/6/00000001_rgb.png,IDDAW/train/RAIN/nir/6/00000001_nir.png,IDDAW/train/RAIN/gtSeg/6/00000001_mask.json
train,train,RAIN,6,00000002,IDDAW/train/RAIN/rgb/6/00000002_rgb.png,IDDAW/train/RAIN/nir/6/00000002_nir.png,IDDAW/train/RAIN/gtSeg/6/00000002_mask.json
train,train,RAIN,6,00000005,IDDAW/train/RAIN/rgb/6/00000005_rgb.png,IDDAW/train/RAIN/nir/6/00000005_nir.png,IDDAW/train/RAIN/gtSeg/6/00000005_mask.json
train,train,RAIN,6,00000009,IDDAW/train/RAIN/rgb/6/00000009_rgb.png,IDDAW/train/RAIN/nir/6/00000009_nir.png,IDDAW/train/RAIN/gtSeg/6/00000009_mask.json
train,train,RAIN,6,00000007,IDDAW/train/RAIN/rgb/6/00000007_rgb.png,IDDAW/train/RAIN/nir/6/00000007_nir.png,IDDAW/train/RAIN/gtSeg/6/00000007_mask.json
train,train,RAIN,6,00000000,IDDAW/train/RAIN/rgb/6/00000000_rgb.png,IDDAW/train/RAIN/nir/6/00000000_nir.png,IDDAW/train/RAIN/gtSeg/6/00000000_mask.json
train,train,RAIN,6,00000004,IDDAW/train/RAIN/rgb/6/00000004_rgb.png,IDDAW/train/RAIN/nir/6/00000004_nir.png,IDDAW/train/RAIN/gtSeg/6/00000004_mask.json
train,train,RAIN,6,00000010,IDDAW/train/RAIN/rgb/6/00000010_rgb.png,IDDAW/train/RAIN/nir/6/00000010_nir.png,IDDAW/train/RAIN/gtSeg/6/00000010_mask.json
train,train,RAIN,6,00000006,IDDAW/train/RAIN/rgb/6/00000006_rgb.png,IDDAW/train/RAIN/nir/6/00000006_nir.png,IDDAW/train/RAIN/gtSeg/6/00000006_mask.json
train,train,RAIN,6,00000003,IDDAW/train/RAIN/rgb/6/00000003_rgb.png,IDDAW/train/RAIN/nir/6/00000003_nir.png,IDDAW/train/RAIN/gtSeg/6/00000003_mask.json
train,train,SNOW,186,00000021,IDDAW/train/SNOW/rgb/186/00000021_rgb.png,IDDAW/train/SNOW/nir/186/00000021_nir.png,IDDAW/train/SNOW/gtSeg/186/00000021_mask.json
train,train,SNOW,186,00000046,IDDAW/train/SNOW/rgb/186/00000046_rgb.png,IDDAW/train/SNOW/nir/186/00000046_nir.png,IDDAW/train/SNOW/gtSeg/186/00000046_mask.json
train,train,SNOW,186,00000005,IDDAW/train/SNOW/rgb/186/00000005_rgb.png,IDDAW/train/SNOW/nir/186/00000005_nir.png,IDDAW/train/SNOW/gtSeg/186/00000005_mask.json
train,train,SNOW,186,00000050,IDDAW/train/SNOW/rgb/186/00000050_rgb.png,IDDAW/train/SNOW/nir/186/00000050_nir.png,IDDAW/train/SNOW/gtSeg/186/00000050_mask.json
train,train,SNOW,186,00000039,IDDAW/train/SNOW/rgb/186/00000039_rgb.png,IDDAW/train/SNOW/nir/186/00000039_nir.png,IDDAW/train/SNOW/gtSeg/186/00000039_mask.json
train,train,SNOW,186,00000044,IDDAW/train/SNOW/rgb/186/00000044_rgb.png,IDDAW/train/SNOW/nir/186/00000044_nir.png,IDDAW/train/SNOW/gtSeg/186/00000044_mask.json
train,train,SNOW,186,00000016,IDDAW/train/SNOW/rgb/186/00000016_rgb.png,IDDAW/train/SNOW/nir/186/00000016_nir.png,IDDAW/train/SNOW/gtSeg/186/00000016_mask.json
train,train,SNOW,186,00000013,IDDAW/train/SNOW/rgb/186/00000013_rgb.png,IDDAW/train/SNOW/nir/186/00000013_nir.png,IDDAW/train/SNOW/gtSeg/186/00000013_mask.json
train,train,SNOW,186,00000041,IDDAW/train/SNOW/rgb/186/00000041_rgb.png,IDDAW/train/SNOW/nir/186/00000041_nir.png,IDDAW/train/SNOW/gtSeg/186/00000041_mask.json
train,train,SNOW,186,00000009,IDDAW/train/SNOW/rgb/186/00000009_rgb.png,IDDAW/train/SNOW/nir/186/00000009_nir.png,IDDAW/train/SNOW/gtSeg/186/00000009_mask.json
train,train,SNOW,186,00000023,IDDAW/train/SNOW/rgb/186/00000023_rgb.png,IDDAW/train/SNOW/nir/186/00000023_nir.png,IDDAW/train/SNOW/gtSeg/186/00000023_mask.json
train,train,SNOW,186,00000020,IDDAW/train/SNOW/rgb/186/00000020_rgb.png,IDDAW/train/SNOW/nir/186/00000020_nir.png,IDDAW/train/SNOW/gtSeg/186/00000020_mask.json
train,train,SNOW,186,00000040,IDDAW/train/SNOW/rgb/186/00000040_rgb.png,IDDAW/train/SNOW/nir/186/00000040_nir.png,IDDAW/train/SNOW/gtSeg/186/00000040_mask.json
train,train,SNOW,186,00000000,IDDAW/train/SNOW/rgb/186/00000000_rgb.png,IDDAW/train/SNOW/nir/186/00000000_nir.png,IDDAW/train/SNOW/gtSeg/186/00000000_mask.json
train,train,SNOW,186,00000026,IDDAW/train/SNOW/rgb/186/00000026_rgb.png,IDDAW/train/SNOW/nir/186/00000026_nir.png,IDDAW/train/SNOW/gtSeg/186/00000026_mask.json
train,train,SNOW,186,00000048,IDDAW/train/SNOW/rgb/186/00000048_rgb.png,IDDAW/train/SNOW/nir/186/00000048_nir.png,IDDAW/train/SNOW/gtSeg/186/00000048_mask.json
train,train,SNOW,186,00000032,IDDAW/train/SNOW/rgb/186/00000032_rgb.png,IDDAW/train/SNOW/nir/186/00000032_nir.png,IDDAW/train/SNOW/gtSeg/186/00000032_mask.json
train,train,SNOW,186,00000014,IDDAW/train/SNOW/rgb/186/00000014_rgb.png,IDDAW/train/SNOW/nir/186/00000014_nir.png,IDDAW/train/SNOW/gtSeg/186/00000014_mask.json
train,train,SNOW,186,00000003,IDDAW/train/SNOW/rgb/186/00000003_rgb.png,IDDAW/train/SNOW/nir/186/00000003_nir.png,IDDAW/train/SNOW/gtSeg/186/00000003_mask.json
train,train,SNOW,186,00000047,IDDAW/train/SNOW/rgb/186/00000047_rgb.png,IDDAW/train/SNOW/nir/186/00000047_nir.png,IDDAW/train/SNOW/gtSeg/186/00000047_mask.json
train,train,SNOW,186,00000017,IDDAW/train/SNOW/rgb/186/00000017_rgb.png,IDDAW/train/SNOW/nir/186/00000017_nir.png,IDDAW/train/SNOW/gtSeg/186/00000017_mask.json
train,train,SNOW,186,00000024,IDDAW/train/SNOW/rgb/186/00000024_rgb.png,IDDAW/train/SNOW/nir/186/00000024_nir.png,IDDAW/train/SNOW/gtSeg/186/00000024_mask.json
train,train,SNOW,186,00000034,IDDAW/train/SNOW/rgb/186/00000034_rgb.png,IDDAW/train/SNOW/nir/186/00000034_nir.png,IDDAW/train/SNOW/gtSeg/186/00000034_mask.json
train,train,SNOW,186,00000045,IDDAW/train/SNOW/rgb/186/00000045_rgb.png,IDDAW/train/SNOW/nir/186/00000045_nir.png,IDDAW/train/SNOW/gtSeg/186/00000045_mask.json
train,train,SNOW,186,00000012,IDDAW/train/SNOW/rgb/186/00000012_rgb.png,IDDAW/train/SNOW/nir/186/00000012_nir.png,IDDAW/train/SNOW/gtSeg/186/00000012_mask.json
train,train,SNOW,186,00000035,IDDAW/train/SNOW/rgb/186/00000035_rgb.png,IDDAW/train/SNOW/nir/186/00000035_nir.png,IDDAW/train/SNOW/gtSeg/186/00000035_mask.json
train,train,SNOW,186,00000031,IDDAW/train/SNOW/rgb/186/00000031_rgb.png,IDDAW/train/SNOW/nir/186/00000031_nir.png,IDDAW/train/SNOW/gtSeg/186/00000031_mask.json
train,train,SNOW,186,00000027,IDDAW/train/SNOW/rgb/186/00000027_rgb.png,IDDAW/train/SNOW/nir/186/00000027_nir.png,IDDAW/train/SNOW/gtSeg/186/00000027_mask.json
train,train,SNOW,186,00000001,IDDAW/train/SNOW/rgb/186/00000001_rgb.png,IDDAW/train/SNOW/nir/186/00000001_nir.png,IDDAW/train/SNOW/gtSeg/186/00000001_mask.json
train,train,SNOW,186,00000011,IDDAW/train/SNOW/rgb/186/00000011_rgb.png,IDDAW/train/SNOW/nir/186/00000011_nir.png,IDDAW/train/SNOW/gtSeg/186/00000011_mask.json
train,train,SNOW,186,00000006,IDDAW/train/SNOW/rgb/186/00000006_rgb.png,IDDAW/train/SNOW/nir/186/00000006_nir.png,IDDAW/train/SNOW/gtSeg/186/00000006_mask.json
train,train,SNOW,186,00000008,IDDAW/train/SNOW/rgb/186/00000008_rgb.png,IDDAW/train/SNOW/nir/186/00000008_nir.png,IDDAW/train/SNOW/gtSeg/186/00000008_mask.json
train,train,SNOW,186,00000022,IDDAW/train/SNOW/rgb/186/00000022_rgb.png,IDDAW/train/SNOW/nir/186/00000022_nir.png,IDDAW/train/SNOW/gtSeg/186/00000022_mask.json
train,train,SNOW,186,00000002,IDDAW/train/SNOW/rgb/186/00000002_rgb.png,IDDAW/train/SNOW/nir/186/00000002_nir.png,IDDAW/train/SNOW/gtSeg/186/00000002_mask.json
train,train,SNOW,186,00000043,IDDAW/train/SNOW/rgb/186/00000043_rgb.png,IDDAW/train/SNOW/nir/186/00000043_nir.png,IDDAW/train/SNOW/gtSeg/186/00000043_mask.json
train,train,SNOW,186,00000028,IDDAW/train/SNOW/rgb/186/00000028_rgb.png,IDDAW/train/SNOW/nir/186/00000028_nir.png,IDDAW/train/SNOW/gtSeg/186/00000028_mask.json
train,train,SNOW,186,00000004,IDDAW/train/SNOW/rgb/186/00000004_rgb.png,IDDAW/train/SNOW/nir/186/00000004_nir.png,IDDAW/train/SNOW/gtSeg/186/00000004_mask.json
train,train,SNOW,186,00000033,IDDAW/train/SNOW/rgb/186/00000033_rgb.png,IDDAW/train/SNOW/nir/186/00000033_nir.png,IDDAW/train/SNOW/gtSeg/186/00000033_mask.json
train,train,SNOW,186,00000042,IDDAW/train/SNOW/rgb/186/00000042_rgb.png,IDDAW/train/SNOW/nir/186/00000042_nir.png,IDDAW/train/SNOW/gtSeg/186/00000042_mask.json
train,train,SNOW,186,00000015,IDDAW/train/SNOW/rgb/186/00000015_rgb.png,IDDAW/train/SNOW/nir/186/00000015_nir.png,IDDAW/train/SNOW/gtSeg/186/00000015_mask.json
train,train,SNOW,186,00000030,IDDAW/train/SNOW/rgb/186/00000030_rgb.png,IDDAW/train/SNOW/nir/186/00000030_nir.png,IDDAW/train/SNOW/gtSeg/186/00000030_mask.json
train,train,SNOW,186,00000010,IDDAW/train/SNOW/rgb/186/00000010_rgb.png,IDDAW/train/SNOW/nir/186/00000010_nir.png,IDDAW/train/SNOW/gtSeg/186/00000010_mask.json
train,train,SNOW,186,00000036,IDDAW/train/SNOW/rgb/186/00000036_rgb.png,IDDAW/train/SNOW/nir/186/00000036_nir.png,IDDAW/train/SNOW/gtSeg/186/00000036_mask.json
train,train,SNOW,186,00000025,IDDAW/train/SNOW/rgb/186/00000025_rgb.png,IDDAW/train/SNOW/nir/186/00000025_nir.png,IDDAW/train/SNOW/gtSeg/186/00000025_mask.json
train,train,SNOW,186,00000038,IDDAW/train/SNOW/rgb/186/00000038_rgb.png,IDDAW/train/SNOW/nir/186/00000038_nir.png,IDDAW/train/SNOW/gtSeg/186/00000038_mask.json
train,train,SNOW,186,00000029,IDDAW/train/SNOW/rgb/186/00000029_rgb.png,IDDAW/train/SNOW/nir/186/00000029_nir.png,IDDAW/train/SNOW/gtSeg/186/00000029_mask.json
train,train,SNOW,186,00000007,IDDAW/train/SNOW/rgb/186/00000007_rgb.png,IDDAW/train/SNOW/nir/186/00000007_nir.png,IDDAW/train/SNOW/gtSeg/186/00000007_mask.json
train,train,SNOW,186,00000019,IDDAW/train/SNOW/rgb/186/00000019_rgb.png,IDDAW/train/SNOW/nir/186/00000019_nir.png,IDDAW/train/SNOW/gtSeg/186/00000019_mask.json
train,train,SNOW,186,00000049,IDDAW/train/SNOW/rgb/186/00000049_rgb.png,IDDAW/train/SNOW/nir/186/00000049_nir.png,IDDAW/train/SNOW/gtSeg/186/00000049_mask.json
train,train,SNOW,186,00000018,IDDAW/train/SNOW/rgb/186/00000018_rgb.png,IDDAW/train/SNOW/nir/186/00000018_nir.png,IDDAW/train/SNOW/gtSeg/186/00000018_mask.json
train,train,SNOW,186,00000037,IDDAW/train/SNOW/rgb/186/00000037_rgb.png,IDDAW/train/SNOW/nir/186/00000037_nir.png,IDDAW/train/SNOW/gtSeg/186/00000037_mask.json
train,train,LOWLIGHT,157,00000000,IDDAW/train/LOWLIGHT/rgb/157/00000000_rgb.png,IDDAW/train/LOWLIGHT/nir/157/00000000_nir.png,IDDAW/train/LOWLIGHT/gtSeg/157/00000000_mask.json
train,val,LOWLIGHT,174,00000012,IDDAW/val/LOWLIGHT/rgb/174/00000012_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000012_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000012_mask.json
train,val,LOWLIGHT,174,00000000,IDDAW/val/LOWLIGHT/rgb/174/00000000_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000000_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000000_mask.json
train,val,LOWLIGHT,174,00000020,IDDAW/val/LOWLIGHT/rgb/174/00000020_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000020_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000020_mask.json
train,val,LOWLIGHT,174,00000018,IDDAW/val/LOWLIGHT/rgb/174/00000018_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000018_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000018_mask.json
train,val,LOWLIGHT,174,00000006,IDDAW/val/LOWLIGHT/rgb/174/00000006_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000006_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000006_mask.json
train,val,LOWLIGHT,174,00000010,IDDAW/val/LOWLIGHT/rgb/174/00000010_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000010_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000010_mask.json
train,val,LOWLIGHT,174,00000021,IDDAW/val/LOWLIGHT/rgb/174/00000021_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000021_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000021_mask.json
train,val,LOWLIGHT,174,00000011,IDDAW/val/LOWLIGHT/rgb/174/00000011_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000011_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000011_mask.json
train,val,LOWLIGHT,174,00000003,IDDAW/val/LOWLIGHT/rgb/174/00000003_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000003_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000003_mask.json
train,val,LOWLIGHT,174,00000017,IDDAW/val/LOWLIGHT/rgb/174/00000017_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000017_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000017_mask.json
train,val,LOWLIGHT,174,00000013,IDDAW/val/LOWLIGHT/rgb/174/00000013_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000013_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000013_mask.json
train,val,LOWLIGHT,174,00000004,IDDAW/val/LOWLIGHT/rgb/174/00000004_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000004_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000004_mask.json
train,val,LOWLIGHT,174,00000014,IDDAW/val/LOWLIGHT/rgb/174/00000014_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000014_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000014_mask.json
train,val,LOWLIGHT,174,00000001,IDDAW/val/LOWLIGHT/rgb/174/00000001_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000001_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000001_mask.json
train,val,LOWLIGHT,174,00000002,IDDAW/val/LOWLIGHT/rgb/174/00000002_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000002_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000002_mask.json
train,val,LOWLIGHT,174,00000019,IDDAW/val/LOWLIGHT/rgb/174/00000019_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000019_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000019_mask.json
train,val,LOWLIGHT,174,00000008,IDDAW/val/LOWLIGHT/rgb/174/00000008_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000008_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000008_mask.json
train,val,LOWLIGHT,174,00000007,IDDAW/val/LOWLIGHT/rgb/174/00000007_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000007_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000007_mask.json
train,val,LOWLIGHT,174,00000016,IDDAW/val/LOWLIGHT/rgb/174/00000016_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000016_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000016_mask.json
train,val,LOWLIGHT,174,00000009,IDDAW/val/LOWLIGHT/rgb/174/00000009_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000009_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000009_mask.json
train,val,LOWLIGHT,174,00000005,IDDAW/val/LOWLIGHT/rgb/174/00000005_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000005_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000005_mask.json
train,val,LOWLIGHT,174,00000015,IDDAW/val/LOWLIGHT/rgb/174/00000015_rgb.png,IDDAW/val/LOWLIGHT/nir/174/00000015_nir.png,IDDAW/val/LOWLIGHT/gtSeg/174/00000015_mask.json
train,train,LOWLIGHT,165,00000000,IDDAW/train/LOWLIGHT/rgb/165/00000000_rgb.png,IDDAW/train/LOWLIGHT/nir/165/00000000_nir.png,IDDAW/train/LOWLIGHT/gtSeg/165/00000000_mask.json
train,train,SNOW,183,00000079,IDDAW/train/SNOW/rgb/183/00000079_rgb.png,IDDAW/train/SNOW/nir/183/00000079_nir.png,IDDAW/train/SNOW/gtSeg/183/00000079_mask.json
train,train,SNOW,183,00000076,IDDAW/train/SNOW/rgb/183/00000076_rgb.png,IDDAW/train/SNOW/nir/183/00000076_nir.png,IDDAW/train/SNOW/gtSeg/183/00000076_mask.json
train,train,SNOW,183,00000141,IDDAW/train/SNOW/rgb/183/00000141_rgb.png,IDDAW/train/SNOW/nir/183/00000141_nir.png,IDDAW/train/SNOW/gtSeg/183/00000141_mask.json
